"Mass","formula","El_comp","Class","HC","OC","AImod","NOSC","C","H","O","N","S","P"
445.0887422,"C20H18O10N2","CHON","Lignin",0.9,0.5,0.4615,0.4,20,18,10,2,0,0
445.0939299,"C15H27O11S1P1","CHOSP","Carb",1.8,0.73,-0.6,-0.2,15,27,11,0,1,1
445.0987656,"C18H22O13","CHO","Tannin",1.22,0.72,0.1304,0.2222,18,22,13,0,0,0
445.104092,"C24H18O7N2","CHON","ConHC",0.75,0.29,0.6216,0.0833,24,18,7,2,0,0
445.1074627,"C21H22O7N2S1","CHONS","Lignin",1.05,0.33,0.3793,0,21,22,7,2,1,0
445.1097054,"C30H14O1N4","CHON","ConHC",0.47,0.03,0.8431,0,30,14,1,4,0,0
445.11105,"C28H19O2N2P1","CHONP","ConHC",0.68,0.07,0.7083,-0.3214,28,19,2,2,0,1
445.1140054,"C22H22O10","CHO","Lignin",1,0.45,0.4118,-0.0909,22,22,10,0,0,0
445.1228238,"C14H27O12N2P1","CHONP","Carb",1.93,0.86,-1.2,0.2143,14,27,12,2,0,1
445.1246391,"C13H26O11N4S1","CHONS","Carb",2,0.85,-3,0.7692,13,26,11,4,1,0
445.1351178,"C19H26O12","CHO","Lignin",1.37,0.63,0.0769,-0.1053,19,26,12,0,0,0
445.1354955,"C22H27O4N2S1P1","CHONSP","Lignin",1.23,0.18,0.3125,-0.5,22,27,4,2,1,1
445.1432173,"C24H31O2S2P1","CHOSP","UnsatHC",1.29,0.08,0.3,-0.9583,24,31,2,0,2,1
445.1464891,"C18H26O11N2","CHON","Lignin",1.44,0.61,-0.0476,0.1111,18,26,11,2,0,0
445.1473935,"C29H23O1N2P1","CHONP","ConHC",0.79,0.03,0.6471,-0.5172,29,23,1,2,0,1
445.1503731,"C23H26O9","CHO","Lignin",1.13,0.39,0.3514,-0.3478,23,26,9,0,0,0
445.1506186,"C23H26O9","CHO","Lignin",1.13,0.39,0.3514,-0.3478,23,26,9,0,0,0
445.1542569,"C23H31O1N2S2P1","CHONSP","UnsatHC",1.35,0.04,0.2571,-0.8261,23,31,1,2,2,1
445.1634853,"C20H31O9P1","CHOP","Protein",1.55,0.45,0.0345,-0.65,20,31,9,0,0,1
445.1714956,"C20H30O11","CHO","AminoSugar",1.5,0.55,0.0345,-0.4,20,30,11,0,0,0
445.1718476,"C23H31O3N2S1P1","CHONSP","Lignin",1.35,0.13,0.2571,-0.7391,23,31,3,2,1,1
445.1784466,"C24H31O6P1","CHOP","Lignin",1.29,0.25,0.3,-0.7917,24,31,6,0,0,1
445.179214,"C25H35O1S2P1","CHOSP","UnsatHC",1.4,0.04,0.2558,-1.16,25,35,1,0,2,1
445.1836457,"C20H34O5N2S2","CHONS","Lipid",1.7,0.25,-0.1111,-0.7,20,34,5,2,2,0
445.1867481,"C24H30O8","CHO","Lignin",1.25,0.33,0.3,-0.5833,24,30,8,0,0,0
445.1940331,"C28H31O3P1","CHOP","UnsatHC",1.11,0.11,0.451,-0.8929,28,31,3,0,0,1
445.2003531,"C22H39O3S2P1","CHOSP","Lipid",1.77,0.14,-0.0286,-1.3182,22,39,3,0,2,1
445.207892,"C21H34O10","CHO","Protein",1.62,0.48,0,-0.6667,21,34,10,0,0,0
445.2082327,"C24H35O2N2S1P1","CHONSP","UnsatHC",1.46,0.08,0.2105,-0.9583,24,35,2,2,1,1
445.2231644,"C25H34O7","CHO","Lignin",1.36,0.28,0.2558,-0.8,25,34,7,0,0,0
445.2303836,"C29H35O2P1","CHOP","UnsatHC",1.21,0.07,0.4074,-1.069,29,35,2,0,0,1
445.2442958,"C22H38O9","CHO","Protein",1.73,0.41,-0.0286,-0.9091,22,38,9,0,0,0
445.2446758,"C25H39O1N2S1P1","CHONSP","Lipid",1.56,0.04,0.1707,-1.16,25,39,1,2,1,1
445.2595701,"C26H38O6","CHO","Lignin",1.46,0.23,0.2174,-1,26,38,6,0,0,0
445.266808,"C30H39O1P1","CHOP","UnsatHC",1.3,0.03,0.3684,-1.2333,30,39,1,0,0,1
445.2748281,"C30H38O3","CHO","UnsatHC",1.27,0.1,0.3684,-1.0667,30,38,3,0,0,0
445.2806868,"C23H42O8","CHO","Protein",1.83,0.35,-0.0526,-1.1304,23,42,8,0,0,0
445.2960641,"C27H42O5","CHO","Lipid",1.56,0.19,0.1837,-1.1852,27,42,5,0,0,0
445.3170062,"C24H46O7","CHO","Lipid",1.92,0.29,-0.0732,-1.3333,24,46,7,0,0,0
446.036493,"C19H13O12N1","CHON","ConHC",0.68,0.63,0.5833,0.7368,19,13,12,1,0,0
446.0493616,"C16H18O12N1P1","CHONP","Tannin",1.12,0.75,0.125,0.5625,16,18,12,1,0,1
446.0681233,"C17H22O9N1S1P1","CHONSP","Lignin",1.29,0.53,0.0526,0.0588,17,22,9,1,1,1
446.0729321,"C20H17O11N1","CHON","Lignin",0.85,0.55,0.4815,0.4,20,17,11,1,0,0
446.0940227,"C17H21O13N1","CHON","Tannin",1.24,0.76,0.0526,0.4706,17,21,13,1,0,0
446.1028241,"C20H21O7N3S1","CHONS","Lignin",1.05,0.35,0.36,0.2,20,21,7,3,1,0
446.1092965,"C21H21O10N1","CHON","Lignin",1,0.48,0.4,0.0952,21,21,10,1,0,0
446.1095538,"C24H22O2N3S1P1","CHONSP","UnsatHC",0.92,0.08,0.5556,-0.2917,24,22,2,3,1,1
446.1205556,"C20H21O9N3","CHON","Lignin",1.05,0.45,0.36,0.3,20,21,9,3,0,0
446.130346,"C18H25O12N1","CHON","Tannin",1.39,0.67,0,0.1111,18,25,12,1,0,0
446.1456419,"C22H25O9N1","CHON","Lignin",1.14,0.41,0.3333,-0.1818,22,25,9,1,0,0
446.1460035,"C25H26O1N3S1P1","CHONSP","UnsatHC",1.04,0.04,0.4872,-0.52,25,26,1,3,1,1
446.1820386,"C23H29O8N1","CHON","Lignin",1.26,0.35,0.2778,-0.4348,23,29,8,1,0,0
446.2031545,"C20H33O10N1","CHON","Protein",1.65,0.5,-0.0714,-0.5,20,33,10,1,0,0
446.2254055,"C28H34O2N1P1","CHONP","UnsatHC",1.21,0.07,0.4,-0.9643,28,34,2,1,0,1
446.2395661,"C21H37O9N1","CHON","Protein",1.76,0.43,-0.0968,-0.7619,21,37,9,1,0,0
446.2398954,"C24H38O1N3S1P1","CHONSP","Lipid",1.58,0.04,0.1351,-1.0417,24,38,1,3,1,1
446.2788645,"C21H42O5N3P1","CHONP","Lipid",2,0.24,-0.2414,-1.0952,21,42,5,3,0,1
446.2844695,"C25H41O2N3S1","CHONS","Lipid",1.64,0.08,0.1,-1.04,25,41,2,3,1,0
446.9971238,"C15H13O14P1","CHOP","Tannin",0.87,0.93,0.2857,1,15,13,14,0,0,1
447.0175456,"C25H9O5N2P1","CHONP","ConHC",0.36,0.2,0.8974,0.28,25,9,5,2,0,1
447.0177842,"C25H9O5N2P1","CHONP","ConHC",0.36,0.2,0.8974,0.28,25,9,5,2,0,1
447.0205268,"C19H12O13","CHO","ConHC",0.63,0.68,0.6,0.7368,19,12,13,0,0,0
447.0336049,"C16H17O13P1","CHOP","Tannin",1.06,0.81,0.1765,0.5625,16,17,13,0,0,1
447.0358288,"C23H12O10","CHO","ConHC",0.52,0.43,0.7222,0.3478,23,12,10,0,0,0
447.0360795,"C23H12O10","CHO","ConHC",0.52,0.43,0.7222,0.3478,23,12,10,0,0,0
447.0369276,"C13H21O13S1P1","CHOSP","Carb",1.62,1,-1,0.5385,13,21,13,0,1,1
447.041251,"C29H8O4N2","CHON","ConHC",0.28,0.14,0.92,0.2069,29,8,4,2,0,0
447.0416749,"C16H16O15","CHO","Tannin",1,0.94,0.1765,0.875,16,16,15,0,0,0
447.0442849,"C26H12O4N2S1","CHONS","ConHC",0.46,0.15,0.8095,0.1538,26,12,4,2,1,0
447.049494,"C21H21O5S2P1","CHOSP","Lignin",1,0.24,0.4194,-0.3333,21,21,5,0,2,1
447.0498028,"C21H13O6N4P1","CHONP","ConHC",0.62,0.29,0.7692,0.5238,21,13,6,4,0,1
447.0502548,"C19H16O9N2S1","CHONS","Lignin",0.84,0.47,0.4783,0.5263,19,16,9,2,1,0
447.0539904,"C24H16O7S1","CHOS","ConHC",0.67,0.29,0.641,0,24,16,7,0,1,0
447.0569241,"C20H16O12","CHO","Lignin",0.8,0.6,0.5,0.4,20,16,12,0,0,0
447.0608924,"C20H21O4N2S2P1","CHONSP","Lignin",1.05,0.2,0.3846,-0.15,20,21,4,2,2,1
447.0680668,"C19H16O11N2","CHON","Lignin",0.84,0.58,0.4783,0.6316,19,16,11,2,0,0
447.0723665,"C24H16O9","CHO","ConHC",0.67,0.38,0.641,0.0833,24,16,9,0,0,0
447.0726694,"C25H20O4S2","CHOS","Lignin",0.8,0.16,0.5714,-0.32,25,20,4,0,2,0
447.072991,"C25H20O4S2","CHOS","Lignin",0.8,0.16,0.5714,-0.32,25,20,4,0,2,0
447.0780631,"C17H20O14","CHO","Tannin",1.18,0.82,0.1,0.4706,17,20,14,0,0,0
447.0834144,"C23H16O8N2","CHON","ConHC",0.7,0.35,0.6471,0.2609,23,16,8,2,0,0
447.0868099,"C20H20O8N2S1","CHONS","Lignin",1,0.4,0.3846,0.2,20,20,8,2,1,0
447.0903343,"C27H17O3N2P1","CHONP","ConHC",0.63,0.11,0.7333,-0.1852,27,17,3,2,0,1
447.0906341,"C25H20O6S1","CHOS","Lignin",0.8,0.24,0.5714,-0.24,25,20,6,0,1,0
447.0932903,"C21H20O11","CHO","Lignin",0.95,0.52,0.4194,0.0952,21,20,11,0,0,0
447.1043417,"C20H20O10N2","CHON","Lignin",1,0.5,0.3846,0.3,20,20,10,2,0,0
447.1085484,"C25H20O8","CHO","Lignin",0.8,0.32,0.5714,-0.16,25,20,8,0,0,0
447.114428,"C18H24O13","CHO","Tannin",1.33,0.72,0.0435,0.1111,18,24,13,0,0,0
447.1196855,"C24H20O7N2","CHON","Lignin",0.83,0.29,0.5676,0,24,20,7,2,0,0
447.1223208,"C23H29O3S2P1","CHOSP","Lignin",1.26,0.13,0.2973,-0.8261,23,29,3,0,2,1
447.122929,"C21H24O7N2S1","CHONS","Lignin",1.14,0.33,0.3103,-0.0952,21,24,7,2,1,0
447.1265882,"C28H21O2N2P1","CHONP","ConHC",0.75,0.07,0.6667,-0.3929,28,21,2,2,0,1
447.126846,"C28H21O2N2P1","CHONP","ConHC",0.75,0.07,0.6667,-0.3929,28,21,2,2,0,1
447.1296409,"C22H24O10","CHO","Lignin",1.09,0.45,0.3529,-0.1818,22,24,10,0,0,0
447.1309084,"C23H20O6N4","CHON","Lignin",0.87,0.26,0.5625,0.1739,23,20,6,4,0,0
447.1324758,"C21H25O7N2P1","CHONP","Lignin",1.19,0.33,0.3103,-0.2381,21,25,7,2,0,1
447.1343074,"C20H24O6N4S1","CHONS","Lignin",1.2,0.3,0.25,0.1,20,24,6,4,1,0
447.1427747,"C19H29O10P1","CHOP","Protein",1.53,0.53,0,-0.4737,19,29,10,0,0,1
447.1449166,"C26H24O7","CHO","Lignin",0.92,0.27,0.5111,-0.3846,26,24,7,0,0,0
447.1459039,"C16H33O10S1P1","CHOSP","AminoSugar",2.06,0.62,-0.6667,-0.6875,16,33,10,0,1,1
447.1507987,"C19H28O12","CHO","Lignin",1.47,0.63,0,-0.2105,19,28,12,0,0,0
447.1511208,"C22H29O4N2S1P1","CHONSP","Lignin",1.32,0.18,0.25,-0.5909,22,29,4,2,1,1
447.1609613,"C20H33O7S1P1","CHOSP","Protein",1.65,0.35,-0.0345,-0.85,20,33,7,0,1,1
447.1613608,"C20H33O7S1P1","CHOSP","Protein",1.65,0.35,-0.0345,-0.85,20,33,7,0,1,1
447.1628786,"C29H25O1N2P1","CHONP","UnsatHC",0.86,0.03,0.6078,-0.5862,29,25,1,2,0,1
447.1632156,"C27H28O4S1","CHOS","Lignin",1.04,0.15,0.4583,-0.6667,27,28,4,0,1,0
447.166015,"C23H28O9","CHO","Lignin",1.22,0.39,0.2973,-0.4348,23,28,9,0,0,0
447.1663879,"C26H29O1N2S1P1","CHONSP","UnsatHC",1.12,0.04,0.4419,-0.7308,26,29,1,2,1,1
447.1791011,"C20H33O9P1","CHOP","Protein",1.65,0.45,-0.0345,-0.75,20,33,9,0,0,1
447.1811651,"C27H28O6","CHO","Lignin",1.04,0.22,0.4583,-0.5926,27,28,6,0,0,0
447.1871502,"C20H32O11","CHO","AminoSugar",1.6,0.55,-0.0345,-0.5,20,32,11,0,0,0
447.1874629,"C20H32O11","CHO","AminoSugar",1.6,0.55,-0.0345,-0.5,20,32,11,0,0,0
447.2024136,"C24H32O8","CHO","Lignin",1.33,0.33,0.25,-0.6667,24,32,8,0,0,0
447.207073,"C22H32O4N4S1","CHONS","Lignin",1.45,0.18,0.1333,-0.4545,22,32,4,4,1,0
447.2096305,"C28H33O3P1","CHOP","UnsatHC",1.18,0.11,0.4118,-0.9643,28,33,3,0,0,1
447.2155137,"C21H37O8P1","CHOP","Protein",1.76,0.38,-0.0625,-1,21,37,8,0,0,1
447.2235408,"C21H36O10","CHO","Protein",1.71,0.48,-0.0625,-0.7619,21,36,10,0,0,0
447.2238928,"C21H36O10","CHO","Protein",1.71,0.48,-0.0625,-0.7619,21,36,10,0,0,0
447.2388278,"C25H36O7","CHO","Lignin",1.44,0.28,0.2093,-0.88,25,36,7,0,0,0
447.2524621,"C23H45O2S2P1","CHOSP","Lipid",1.96,0.09,-0.1053,-1.6087,23,45,2,0,2,1
447.2599898,"C22H40O9","CHO","Protein",1.82,0.41,-0.0857,-1,22,40,9,0,0,0
447.2603311,"C22H40O9","CHO","Protein",1.82,0.41,-0.0857,-1,22,40,9,0,0,0
447.2752204,"C26H40O6","CHO","Lipid",1.54,0.23,0.1739,-1.0769,26,40,6,0,0,0
448.0521936,"C19H15O12N1","CHON","ConHC",0.79,0.63,0.5,0.6316,19,15,12,1,0,0
448.0524852,"C22H16O4N3S1P1","CHONSP","ConHC",0.73,0.18,0.6667,0.1364,22,16,4,3,1,1
448.0650921,"C16H20O12N1P1","CHONP","Tannin",1.25,0.75,0,0.4375,16,20,12,1,0,1
448.0885893,"C20H19O11N1","CHON","Lignin",0.95,0.55,0.4074,0.3,20,19,11,1,0,0
448.0998414,"C19H19O10N3","CHON","Lignin",1,0.53,0.3636,0.5263,19,19,10,3,0,0
448.1098666,"C17H23O13N1","CHON","Tannin",1.35,0.76,-0.0526,0.3529,17,23,13,1,0,0
448.1249383,"C21H23O10N1","CHON","Lignin",1.1,0.48,0.3333,0,21,23,10,1,0,0
448.1252922,"C24H24O2N3S1P1","CHONSP","UnsatHC",1,0.08,0.5,-0.375,24,24,2,3,1,1
448.1355116,"C22H28O5N1S1P1","CHONSP","Lignin",1.27,0.23,0.2727,-0.5909,22,28,5,1,1,1
448.1379904,"C18H28O10N1P1","CHONP","AminoSugar",1.56,0.56,-0.0909,-0.2778,18,28,10,1,0,1
448.1613136,"C22H27O9N1","CHON","Lignin",1.23,0.41,0.2727,-0.2727,22,27,9,1,0,0
448.1827576,"C22H32O3N3S1P1","CHONSP","Lignin",1.45,0.14,0.1613,-0.6818,22,32,3,3,1,1
448.197739,"C23H31O8N1","CHON","Lignin",1.35,0.35,0.2222,-0.5217,23,31,8,1,0,0
448.2191326,"C23H36O2N3S1P1","CHONSP","Lipid",1.57,0.09,0.1176,-0.913,23,36,2,3,1,1
448.2551013,"C21H39O9N1","CHON","Protein",1.86,0.43,-0.1613,-0.8571,21,39,9,1,0,0
448.2739166,"C22H43O6N1S1","CHONS","Lipid",1.95,0.27,-0.1765,-1.1818,22,43,6,1,1,0
448.9679476,"C25H7O5S1P1","CHOSP","ConHC",0.28,0.2,0.9024,0.2,25,7,5,0,1,1
448.9916858,"C18H11O12P1","CHOP","ConHC",0.61,0.67,0.6364,0.7222,18,11,12,0,0,1
448.9997912,"C18H10O14","CHO","ConHC",0.56,0.78,0.6364,1,18,10,14,0,0,0
449.0051358,"C24H6O8N2","CHON","ConHC",0.25,0.33,0.9444,0.6667,24,6,8,2,0,0
449.0076369,"C23H15O4S2P1","CHOSP","ConHC",0.65,0.17,0.6667,-0.1304,23,15,4,0,2,1
449.0127395,"C15H15O14P1","CHOP","Tannin",1,0.93,0.1429,0.8667,15,15,14,0,0,1
449.0151083,"C22H10O11","CHO","ConHC",0.45,0.5,0.7576,0.5455,22,10,11,0,0,0
449.0232487,"C27H7O2N4P1","CHONP","ConHC",0.26,0.07,1,0.3333,27,7,2,4,0,1
449.0288025,"C20H19O6S2P1","CHOSP","Lignin",0.95,0.3,0.4286,-0.15,20,19,6,0,2,1
449.0311295,"C27H14O3S2","CHOS","ConHC",0.52,0.11,0.7447,-0.1481,27,14,3,0,2,0
449.0316467,"C27H6O4N4","CHON","ConHC",0.22,0.15,1,0.5185,27,6,4,4,0,0
449.0331888,"C23H14O8S1","CHOS","ConHC",0.61,0.35,0.6667,0.1739,23,14,8,0,1,0
449.0361793,"C19H14O13","CHO","ConHC",0.74,0.68,0.52,0.6316,19,14,13,0,0,0
449.0416487,"C25H10O7N2","CHON","ConHC",0.4,0.28,0.8462,0.4,25,10,7,2,0,0
449.0438519,"C24H19O3S2P1","CHOSP","ConHC",0.79,0.12,0.5897,-0.375,24,19,3,0,2,1
449.0491904,"C16H19O13P1","CHOP","Tannin",1.19,0.81,0.0588,0.4375,16,19,13,0,0,1
449.0515043,"C23H14O10","CHO","ConHC",0.61,0.43,0.6667,0.2609,23,14,10,0,0,0
449.0570692,"C16H18O15","CHO","Tannin",1.12,0.94,0.0588,0.75,16,18,15,0,0,0
449.0574601,"C16H18O15","CHO","Tannin",1.12,0.94,0.0588,0.75,16,18,15,0,0,0
449.0596338,"C28H11O1N4P1","CHONP","ConHC",0.39,0.04,0.9111,0.1071,28,11,1,4,0,1
449.0625232,"C22H14O9N2","CHON","ConHC",0.64,0.41,0.6774,0.4545,22,14,9,2,0,0
449.0652096,"C21H23O5S2P1","CHOSP","Lignin",1.1,0.24,0.3548,-0.4286,21,23,5,0,2,1
449.0662262,"C19H18O9N2S1","CHONS","Lignin",0.95,0.47,0.3913,0.4211,19,18,9,2,1,0
449.0696265,"C26H15O4N2P1","CHONP","ConHC",0.58,0.15,0.7619,-0.0385,26,15,4,2,0,1
449.0725804,"C20H18O12","CHO","Lignin",0.9,0.6,0.4286,0.3,20,18,12,0,0,0
449.0765701,"C20H23O4N2S2P1","CHONSP","Lignin",1.15,0.2,0.3077,-0.25,20,23,4,2,2,1
449.0769043,"C28H19O2S1P1","CHOSP","ConHC",0.68,0.07,0.68,-0.4643,28,19,2,0,1,1
449.0778376,"C26H14O6N2","CHON","ConHC",0.54,0.23,0.7619,0.1538,26,14,6,2,0,0
449.0832467,"C21H23O7S1P1","CHOSP","Lignin",1.1,0.33,0.3548,-0.3333,21,23,7,0,1,1
449.0837758,"C19H18O11N2","CHON","Lignin",0.95,0.58,0.3913,0.5263,19,18,11,2,0,0
449.0844357,"C20H22O6N2S2","CHONS","Lignin",1.1,0.3,0.3077,0,20,22,6,2,2,0
449.0879393,"C24H18O9","CHO","ConHC",0.75,0.38,0.5897,0,24,18,9,0,0,0
449.0937556,"C17H22O14","CHO","Tannin",1.29,0.82,0,0.3529,17,22,14,0,0,0
449.0940174,"C20H23O6N2S1P1","CHONSP","Lignin",1.15,0.3,0.3077,-0.15,20,23,6,2,1,1
449.0985486,"C15H22O10N4S1","CHONS","Tannin",1.47,0.67,-0.6,0.8,15,22,10,4,1,0
449.0988513,"C23H18O8N2","CHON","ConHC",0.78,0.35,0.5882,0.1739,23,18,8,2,0,0
449.0992073,"C23H18O8N2","CHON","ConHC",0.78,0.35,0.5882,0.1739,23,18,8,2,0,0
449.1015428,"C22H27O4S2P1","CHOSP","Lignin",1.23,0.18,0.2941,-0.6818,22,27,4,0,2,1
449.1018419,"C22H19O5N4P1","CHONP","Lignin",0.86,0.23,0.5862,0.1364,22,19,5,4,0,1
449.1023555,"C20H22O8N2S1","CHONS","Lignin",1.1,0.4,0.3077,0.1,20,22,8,2,1,0
449.1059119,"C27H19O3N2P1","CHONP","ConHC",0.7,0.11,0.6889,-0.2593,27,19,3,2,0,1
449.1061732,"C27H19O3N2P1","CHONP","ConHC",0.7,0.11,0.6889,-0.2593,27,19,3,2,0,1
449.1066131,"C14H27O14P1","CHOP","Carb",1.93,1,-1,0.0714,14,27,14,0,0,1
449.1089813,"C21H22O11","CHO","Lignin",1.05,0.52,0.3548,0,21,22,11,0,0,0
449.1129063,"C21H27O3N2S2P1","CHONSP","Lignin",1.29,0.14,0.2414,-0.5238,21,27,3,2,2,1
449.1201044,"C20H22O10N2","CHON","Lignin",1.1,0.5,0.3077,0.2,20,22,10,2,0,0
449.1203869,"C20H22O10N2","CHON","Lignin",1.1,0.5,0.3077,0.2,20,22,10,2,0,0
449.1242938,"C25H22O8","CHO","Lignin",0.88,0.32,0.5238,-0.24,25,22,8,0,0,0
449.1296494,"C31H18O2N2","CHON","ConHC",0.58,0.06,0.75,-0.2581,31,18,2,2,0,0
449.1301655,"C18H26O13","CHO","Tannin",1.44,0.72,-0.0435,0,18,26,13,0,0,0
449.1305121,"C21H27O5N2S1P1","CHONSP","Lignin",1.29,0.24,0.2414,-0.4286,21,27,5,2,1,1
449.1346474,"C26H27O3S1P1","CHOSP","UnsatHC",1.04,0.12,0.4667,-0.7308,26,27,3,0,1,1
449.1353692,"C24H22O7N2","CHON","Lignin",0.92,0.29,0.5135,-0.0833,24,22,7,2,0,0
449.1378416,"C23H31O3S2P1","CHOSP","Lignin",1.35,0.13,0.2432,-0.913,23,31,3,0,2,1
449.1381498,"C23H31O3S2P1","CHOSP","Lignin",1.35,0.13,0.2432,-0.913,23,31,3,0,2,1
449.1404389,"C19H31O8S1P1","CHOSP","Protein",1.63,0.42,-0.0769,-0.6842,19,31,8,0,1,1
449.1407458,"C19H31O8S1P1","CHOSP","Protein",1.63,0.42,-0.0769,-0.6842,19,31,8,0,1,1
449.1423382,"C28H23O2N2P1","CHONP","UnsatHC",0.82,0.07,0.625,-0.4643,28,23,2,2,0,1
449.145324,"C22H26O10","CHO","Lignin",1.18,0.45,0.2941,-0.2727,22,26,10,0,0,0
449.1500434,"C20H26O6N4S1","CHONS","Lignin",1.3,0.3,0.1667,0,20,26,6,4,1,0
449.1584227,"C19H31O10P1","CHOP","Protein",1.63,0.53,-0.0769,-0.5789,19,31,10,0,0,1
449.1606275,"C26H26O7","CHO","Lignin",1,0.27,0.4667,-0.4615,26,26,7,0,0,0
449.1665046,"C19H30O12","CHO","AminoSugar",1.58,0.63,-0.0769,-0.3158,19,30,12,0,0,0
449.1735476,"C23H31O7P1","CHOP","Lignin",1.35,0.3,0.2432,-0.7391,23,31,7,0,0,1
449.1742714,"C24H35O2S2P1","CHOSP","UnsatHC",1.46,0.08,0.2,-1.125,24,35,2,0,2,1
449.1816808,"C23H30O9","CHO","Lignin",1.3,0.39,0.2432,-0.5217,23,30,9,0,0,0
449.1821142,"C26H31O1N2S1P1","CHONSP","UnsatHC",1.19,0.04,0.3953,-0.8077,26,31,1,2,1,1
449.1947423,"C20H35O9P1","CHOP","Protein",1.75,0.45,-0.1034,-0.85,20,35,9,0,0,1
449.1968891,"C27H30O6","CHO","Lignin",1.11,0.22,0.4167,-0.6667,27,30,6,0,0,0
449.2028944,"C20H34O11","CHO","AminoSugar",1.7,0.55,-0.1034,-0.6,20,34,11,0,0,0
449.2031673,"C23H35O3N2S1P1","CHONSP","Lipid",1.52,0.13,0.1429,-0.913,23,35,3,2,1,1
449.2042438,"C21H30O7N4","CHON","Lignin",1.43,0.33,0.1111,-0.1905,21,30,7,4,0,0
449.2101132,"C14H34O12N4","CHON","Other",2.43,0.86,-2.5,0.1429,14,34,12,4,0,0
449.2149653,"C20H38O5N2S2","CHONS","Lipid",1.9,0.25,-0.2593,-0.9,20,38,5,2,2,0
449.2180643,"C24H34O8","CHO","Lignin",1.42,0.33,0.2,-0.75,24,34,8,0,0,0
449.2311285,"C21H39O8P1","CHOP","Protein",1.86,0.38,-0.125,-1.0952,21,39,8,0,0,1
449.2331859,"C28H34O5","CHO","Lignin",1.21,0.18,0.3725,-0.8571,28,34,5,0,0,0
449.2335564,"C28H34O5","CHO","Lignin",1.21,0.18,0.3725,-0.8571,28,34,5,0,0,0
449.2395544,"C21H38O10","CHO","Protein",1.81,0.48,-0.125,-0.8571,21,38,10,0,0,0
449.2544768,"C25H38O7","CHO","Lipid",1.52,0.28,0.1628,-0.96,25,38,7,0,0,0
449.2756825,"C22H42O9","CHO","Protein",1.91,0.41,-0.1429,-1.0909,22,42,9,0,0,0
449.2906393,"C26H42O6","CHO","Lipid",1.62,0.23,0.1304,-1.1538,26,42,6,0,0,0
449.2909984,"C26H42O6","CHO","Lipid",1.62,0.23,0.1304,-1.1538,26,42,6,0,0,0
450.0313999,"C18H13O13N1","CHON","ConHC",0.72,0.72,0.5238,0.8889,18,13,13,1,0,0
450.0621478,"C26H13O7N1","CHON","ConHC",0.5,0.27,0.7674,0.1538,26,13,7,1,0,0
450.0677936,"C19H17O12N1","CHON","Lignin",0.89,0.63,0.4167,0.5263,19,17,12,1,0,0
450.0829975,"C23H17O9N1","CHON","ConHC",0.74,0.39,0.6,0.1739,23,17,9,1,0,0
450.0837053,"C24H21O4N1S2","CHONS","Lignin",0.88,0.17,0.5263,-0.25,24,21,4,1,2,0
450.1042382,"C20H21O11N1","CHON","Lignin",1.05,0.55,0.3333,0.2,20,21,11,1,0,0
450.1045287,"C23H22O3N3S1P1","CHONSP","Lignin",0.96,0.13,0.5152,-0.2174,23,22,3,3,1,1
450.1406517,"C21H25O10N1","CHON","Lignin",1.19,0.48,0.2667,-0.0952,21,25,10,1,0,0
450.1409145,"C24H26O2N3S1P1","CHONSP","UnsatHC",1.08,0.08,0.4444,-0.4583,24,26,2,3,1,1
450.1620828,"C21H30O4N3S1P1","CHONSP","Lignin",1.43,0.19,0.1429,-0.5238,21,30,4,3,1,1
450.1773849,"C25H30O1N3S1P1","CHONSP","UnsatHC",1.2,0.04,0.3846,-0.68,25,30,1,3,1,1
450.180369,"C19H33O9N1S1","CHONS","Protein",1.74,0.47,-0.2,-0.5263,19,33,9,1,1,0
450.1983547,"C19H33O11N1","CHON","AminoSugar",1.74,0.58,-0.2,-0.4211,19,33,11,1,0,0
450.234737,"C20H37O10N1","CHON","Protein",1.85,0.5,-0.2143,-0.7,20,37,10,1,0,0
450.9653215,"C14H4O14N4","CHON","Other",0.29,1,1.3333,2.5714,14,4,14,4,0,0
450.9655918,"C25H9O3S2P1","CHOSP","ConHC",0.36,0.12,0.8537,0.04,25,9,3,0,2,1
450.9917083,"C25H8O7S1","CHOS","ConHC",0.32,0.28,0.8537,0.32,25,8,7,0,1,0
450.992004,"C14H13O15P1","CHOP","Tannin",0.93,1.07,0.0909,1.2143,14,13,15,0,0,1
450.9944369,"C21H8O12","CHO","ConHC",0.38,0.57,0.8,0.7619,21,8,12,0,0,0
451.0016402,"C15H8O13N4","CHON","ConHC",0.53,0.87,0.7778,2,15,8,13,4,0,0
451.007389,"C18H13O12P1","CHOP","ConHC",0.72,0.67,0.5455,0.6111,18,13,12,0,0,1
451.0101985,"C26H12O4S2","CHOS","ConHC",0.46,0.15,0.7727,0,26,12,4,0,2,0
451.0154012,"C18H12O14","CHO","ConHC",0.67,0.78,0.5455,0.8889,18,12,14,0,0,0
451.0207828,"C24H8O8N2","CHON","ConHC",0.33,0.33,0.8889,0.5833,24,8,8,2,0,0
451.028126,"C26H12O6S1","CHOS","ConHC",0.46,0.23,0.7727,0.0769,26,12,6,0,1,0
451.0283979,"C15H17O14P1","CHOP","Tannin",1.13,0.93,0,0.7333,15,17,14,0,0,1
451.0306856,"C22H12O11","CHO","ConHC",0.55,0.5,0.697,0.4545,22,12,11,0,0,0
