"Mass","formula","El_comp","Class","HC","OC","AImod","NOSC","C","H","O","N","S","P"
541.1562704,"C24H30O14","CHO","Lignin",1.25,0.58,0.1765,-0.0833,24,30,14,0,0,0
541.1715676,"C28H30O11","CHO","Lignin",1.07,0.39,0.3778,-0.2857,28,30,11,0,0,0
541.1805235,"C18H38O16S1","CHOS","Carb",2.11,0.89,-1,-0.2222,18,38,16,0,1,0
541.1808875,"C39H26O3","CHO","ConHC",0.67,0.08,0.68,-0.5128,39,26,3,0,0,0
541.184659,"C25H35O11P1","CHOP","Lignin",1.4,0.44,0.1351,-0.52,25,35,11,0,0,1
541.1852633,"C26H39O6S2P1","CHOSP","Lipid",1.5,0.23,0.1,-0.8846,26,39,6,0,2,1
541.1926762,"C25H34O13","CHO","Lignin",1.36,0.52,0.1351,-0.32,25,34,13,0,0,0
541.2048125,"C35H31O2N2P1","CHONP","UnsatHC",0.89,0.06,0.5806,-0.6,35,31,2,2,0,1
541.2079759,"C29H34O10","CHO","Lignin",1.17,0.34,0.3333,-0.4828,29,34,10,0,0,0
541.2210565,"C26H39O10P1","CHOP","Protein",1.5,0.38,0.1,-0.7308,26,39,10,0,0,1
541.2214095,"C27H43O5S2P1","CHOSP","Lipid",1.59,0.19,0.0698,-1.0741,27,43,5,0,2,1
541.2290658,"C26H38O12","CHO","Lignin",1.46,0.46,0.1,-0.5385,26,38,12,0,0,0
541.2297005,"C27H42O7S2","CHOS","Lipid",1.56,0.26,0.0698,-0.8889,27,42,7,0,2,0
541.2383616,"C37H34O4","CHO","UnsatHC",0.92,0.11,0.5429,-0.7027,37,34,4,0,0,0
541.2386921,"C37H34O4","CHO","UnsatHC",0.92,0.11,0.5429,-0.7027,37,34,4,0,0,0
541.244319,"C30H38O9","CHO","Lignin",1.27,0.3,0.2941,-0.6667,30,38,9,0,0,0
541.2573443,"C27H43O9P1","CHOP","Protein",1.59,0.33,0.0698,-0.9259,27,43,9,0,0,1
541.2654171,"C27H42O11","CHO","Protein",1.56,0.41,0.0698,-0.7407,27,42,11,0,0,0
541.2657252,"C27H42O11","CHO","Protein",1.56,0.41,0.0698,-0.7407,27,42,11,0,0,0
541.2661296,"C30H43O3N2S1P1","CHONSP","UnsatHC",1.43,0.1,0.2245,-0.9667,30,43,3,2,1,1
541.2805426,"C31H42O8","CHO","Lignin",1.35,0.26,0.2593,-0.8387,31,42,8,0,0,0
541.2934563,"C28H47O8P1","CHOP","Lipid",1.68,0.29,0.0435,-1.1071,28,47,8,0,0,1
541.2937691,"C28H47O8P1","CHOP","Lipid",1.68,0.29,0.0435,-1.1071,28,47,8,0,0,1
541.301754,"C28H46O10","CHO","Protein",1.64,0.36,0.0435,-0.9286,28,46,10,0,0,0
541.3022604,"C31H47O2N2S1P1","CHONSP","Lipid",1.52,0.06,0.1923,-1.129,31,47,2,2,1,1
541.3168762,"C32H46O7","CHO","Lignin",1.44,0.22,0.2281,-1,32,46,7,0,0,0
541.3381526,"C29H50O9","CHO","Protein",1.72,0.31,0.0204,-1.1034,29,50,9,0,0,0
541.3388428,"C32H51O1N2S1P1","CHONSP","Lipid",1.59,0.03,0.1636,-1.2812,32,51,1,2,1,1
541.3745586,"C30H54O8","CHO","Lipid",1.8,0.27,0,-1.2667,30,54,8,0,0,0
541.3748365,"C30H54O8","CHO","Lipid",1.8,0.27,0,-1.2667,30,54,8,0,0,0
541.410873,"C31H58O7","CHO","Lipid",1.87,0.23,-0.0182,-1.4194,31,58,7,0,0,0
542.0574503,"C24H17O14N1","CHON","ConHC",0.71,0.58,0.5625,0.5833,24,17,14,1,0,0
542.0578546,"C24H17O14N1","CHON","ConHC",0.71,0.58,0.5625,0.5833,24,17,14,1,0,0
542.0660958,"C27H17O8N3S1","CHONS","ConHC",0.63,0.3,0.6842,0.3704,27,17,8,3,1,0
542.0941281,"C25H21O13N1","CHON","Lignin",0.84,0.52,0.4857,0.32,25,21,13,1,0,0
542.1150444,"C22H25O15N1","CHON","Tannin",1.14,0.68,0.1852,0.3636,22,25,15,1,0,0
542.1753032,"C30H29O5N3S1","CHONS","Lignin",0.97,0.17,0.4894,-0.2667,30,29,5,3,1,0
542.261294,"C27H45O6N1S2","CHONS","Lipid",1.67,0.22,0,-0.963,27,45,6,1,2,0
542.2828263,"C24H49O8N1S2","CHONS","Protein",2.04,0.33,-0.3529,-1.0833,24,49,8,1,2,0
542.2978951,"C28H49O5N1S2","CHONS","Lipid",1.75,0.18,-0.0222,-1.1429,28,49,5,1,2,0
542.9761201,"C26H9O12P1","CHOP","ConHC",0.35,0.46,0.8421,0.5769,26,9,12,0,0,1
543.0026747,"C27H12O11S1","CHOS","ConHC",0.44,0.41,0.7561,0.4444,27,12,11,0,1,0
543.0030685,"C16H17O19P1","CHOP","Other",1.06,1.19,-0.2727,1.3125,16,17,19,0,0,1
543.0038286,"C17H21O14S2P1","CHOSP","Tannin",1.24,0.82,-0.2857,0.6471,17,21,14,0,2,1
543.0052349,"C23H12O16","CHO","ConHC",0.52,0.7,0.6667,0.8696,23,12,16,0,0,0
543.0060204,"C24H16O11S2","CHOS","ConHC",0.67,0.46,0.5758,0.4167,24,16,11,0,2,0
543.012705,"C17H12O17N4","CHON","Other",0.71,1,0.3333,2,17,12,17,4,0,0
543.0180241,"C31H12O8S1","CHOS","ConHC",0.39,0.26,0.8077,0.1935,31,12,8,0,1,0
543.0184092,"C20H17O16P1","CHOP","Tannin",0.85,0.8,0.3636,0.75,20,17,16,0,0,1
543.0188151,"C21H21O11S2P1","CHOSP","Lignin",1,0.52,0.28,0.2381,21,21,11,0,2,1
543.0263123,"C20H16O18","CHO","Tannin",0.8,0.9,0.3636,1,20,16,18,0,0,0
543.0385553,"C30H13O7N2P1","CHONP","ConHC",0.43,0.23,0.8298,0.2333,30,13,7,2,0,1
543.0416107,"C24H16O15","CHO","ConHC",0.67,0.62,0.5758,0.5833,24,16,15,0,0,0
543.0547147,"C21H21O15P1","CHOP","Tannin",1,0.71,0.28,0.4286,21,21,15,0,0,1
543.0551329,"C22H25O10S2P1","CHOSP","Lignin",1.14,0.45,0.2143,-0.0455,22,25,10,0,2,1
543.0594852,"C27H17O9N2P1","CHONP","ConHC",0.63,0.33,0.6923,0.2593,27,17,9,2,0,1
543.0627036,"C21H20O17","CHO","Tannin",0.95,0.81,0.28,0.6667,21,20,17,0,0,0
543.0717463,"C24H20O11N2S1","CHONS","Lignin",0.83,0.46,0.4839,0.4167,24,20,11,2,1,0
543.074954,"C31H17O6N2P1","CHONP","ConHC",0.55,0.19,0.76,0.0323,31,17,6,2,0,1
543.077993,"C25H20O14","CHO","Lignin",0.8,0.56,0.5,0.32,25,20,14,0,0,0
543.0918191,"C23H29O9S2P1","CHOSP","Lignin",1.26,0.39,0.1613,-0.3043,23,29,9,0,2,1
543.0991141,"C22H24O16","CHO","Tannin",1.09,0.73,0.2143,0.3636,22,24,16,0,0,0
543.1112537,"C22H28O10N2S2","CHONS","Lignin",1.27,0.45,0.0769,0.0909,22,28,10,2,2,0
543.1115364,"C30H24O8S1","CHOS","Lignin",0.8,0.27,0.56,-0.2,30,24,8,0,1,0
543.1143895,"C26H24O13","CHO","Lignin",0.92,0.5,0.4359,0.0769,26,24,13,0,0,0
543.1282448,"C24H33O8S2P1","CHOSP","Lignin",1.38,0.33,0.1176,-0.5417,24,33,8,0,2,1
543.1355237,"C23H28O15","CHO","Tannin",1.22,0.65,0.1613,0.087,23,28,15,0,0,0
543.1477123,"C33H25O4N2P1","CHONP","ConHC",0.76,0.12,0.6429,-0.3333,33,25,4,2,0,1
543.1480116,"C31H28O7S1","CHOS","Lignin",0.9,0.23,0.5094,-0.3871,31,28,7,0,1,0
543.1508102,"C27H28O12","CHO","Lignin",1.04,0.44,0.381,-0.1481,27,28,12,0,0,0
543.1643077,"C25H37O7S2P1","CHOSP","Lignin",1.48,0.28,0.0811,-0.76,25,37,7,0,2,1
543.1719377,"C24H32O14","CHO","Lignin",1.33,0.58,0.1176,-0.1667,24,32,14,0,0,0
543.1824632,"C25H37O9S1P1","CHOSP","Lignin",1.48,0.36,0.0811,-0.68,25,37,9,0,1,1
543.1841006,"C34H29O3N2P1","CHONP","UnsatHC",0.85,0.09,0.5932,-0.5,34,29,3,2,0,1
543.1871905,"C28H32O11","CHO","Lignin",1.14,0.39,0.3333,-0.3571,28,32,11,0,0,0
543.2002746,"C25H37O11P1","CHOP","Lignin",1.48,0.44,0.0811,-0.6,25,37,11,0,0,1
543.2083193,"C25H36O13","CHO","Lignin",1.44,0.52,0.0811,-0.4,25,36,13,0,0,0
543.2086577,"C28H37O5N2S1P1","CHONSP","Lignin",1.32,0.18,0.2558,-0.6786,28,37,5,2,1,1
543.2089573,"C26H40O8S2","CHOS","Protein",1.54,0.31,0.05,-0.7692,26,40,8,0,2,0
543.2207401,"C35H33O2N2P1","CHONP","UnsatHC",0.94,0.06,0.5484,-0.6571,35,33,2,2,0,1
543.2236092,"C29H36O10","CHO","Lignin",1.24,0.34,0.2917,-0.5517,29,36,10,0,0,0
543.2366417,"C26H41O10P1","CHOP","Protein",1.58,0.38,0.05,-0.8077,26,41,10,0,0,1
543.2447481,"C26H40O12","CHO","Protein",1.54,0.46,0.05,-0.6154,26,40,12,0,0,0
543.2452679,"C29H41O4N2S1P1","CHONSP","Lignin",1.41,0.14,0.2174,-0.8621,29,41,4,2,1,1
543.2599931,"C30H40O9","CHO","Lignin",1.33,0.3,0.2549,-0.7333,30,40,9,0,0,0
543.2730628,"C27H45O9P1","CHOP","Protein",1.67,0.33,0.0233,-1,27,45,9,0,0,1
543.2735245,"C28H49O4S2P1","CHOSP","Lipid",1.75,0.14,0,-1.3214,28,49,4,0,2,1
543.2780612,"C33H41O3N2P1","CHONP","UnsatHC",1.24,0.09,0.3684,-0.8788,33,41,3,2,0,1
543.2811131,"C27H44O11","CHO","Protein",1.63,0.41,0.0233,-0.8148,27,44,11,0,0,0
543.2815768,"C30H45O3N2S1P1","CHONSP","Lipid",1.5,0.1,0.1837,-1.0333,30,45,3,2,1,1
543.2963728,"C31H44O8","CHO","Lignin",1.42,0.26,0.2222,-0.9032,31,44,8,0,0,0
543.3174567,"C28H48O10","CHO","Protein",1.71,0.36,0,-1,28,48,10,0,0,0
543.3177736,"C31H49O2N2S1P1","CHONSP","Lipid",1.58,0.06,0.1538,-1.1935,31,49,2,2,1,1
543.3181167,"C29H52O5S2","CHOS","Lipid",1.79,0.17,-0.0204,-1.3103,29,52,5,0,2,0
543.3325589,"C32H48O7","CHO","Lipid",1.5,0.22,0.193,-1.0625,32,48,7,0,0,0
543.3537769,"C29H52O9","CHO","Protein",1.79,0.31,-0.0204,-1.1724,29,52,9,0,0,0
543.3546038,"C30H56O4S2","CHOS","Lipid",1.87,0.13,-0.0385,-1.4667,30,56,4,0,2,0
543.3901756,"C30H56O8","CHO","Lipid",1.87,0.27,-0.0385,-1.3333,30,56,8,0,0,0
544.0455803,"C26H15O9N3S1","CHONS","ConHC",0.58,0.35,0.7143,0.5385,26,15,9,3,1,0
544.0732157,"C24H19O14N1","CHON","ConHC",0.79,0.58,0.5,0.5,24,19,14,1,0,0
544.0946435,"C21H23O16N1","CHON","Tannin",1.1,0.76,0.1667,0.5714,21,23,16,1,0,0
544.1090736,"C17H27O15N3S1","CHONS","Carb",1.59,0.88,-1,0.8235,17,27,15,3,1,0
544.109641,"C25H23O13N1","CHON","Lignin",0.92,0.52,0.4286,0.24,25,23,13,1,0,0
544.1460991,"C26H27O12N1","CHON","Lignin",1.04,0.46,0.3684,0,26,27,12,1,0,0
544.1667802,"C36H23O3N3","CHON","ConHC",0.64,0.08,0.7143,-0.2222,36,23,3,3,0,0
544.2404918,"C26H43O7N1S2","CHONS","Lipid",1.65,0.27,-0.0256,-0.8462,26,43,7,1,2,0
544.2984197,"C34H44O3N1P1","CHONP","UnsatHC",1.29,0.09,0.3443,-1.0294,34,44,3,1,0,1
544.3124961,"C27H47O10N1","CHON","Protein",1.74,0.37,-0.0476,-0.8889,27,47,10,1,0,0
544.3132381,"C30H48O2N3S1P1","CHONSP","Lipid",1.6,0.07,0.125,-1.1,30,48,2,3,1,1
544.9915722,"C26H11O12P1","CHOP","ConHC",0.42,0.46,0.7895,0.5,26,11,12,0,0,1
545.0001378,"C29H11O6N2S1P1","CHONSP","ConHC",0.38,0.21,0.8636,0.3103,29,11,6,2,1,1
545.0004745,"C27H14O9S2","CHOS","ConHC",0.52,0.33,0.7073,0.2963,27,14,9,0,2,0
545.0150627,"C30H10O11","CHO","ConHC",0.33,0.37,0.8367,0.4,30,10,11,0,0,0
545.0209388,"C23H14O16","CHO","ConHC",0.61,0.7,0.6,0.7826,23,14,16,0,0,0
545.0338725,"C20H19O16P1","CHOP","Tannin",0.95,0.8,0.2727,0.65,20,19,16,0,0,1
545.0421025,"C20H18O18","CHO","Tannin",0.9,0.9,0.2727,0.9,20,18,18,0,0,0
545.054213,"C30H15O7N2P1","CHONP","ConHC",0.5,0.23,0.7872,0.1667,30,15,7,2,0,1
545.0572648,"C24H18O15","CHO","ConHC",0.75,0.62,0.5152,0.5,24,18,15,0,0,0
545.0721239,"C20H22O14N2S1","CHONS","Tannin",1.1,0.7,0.1,0.7,20,22,14,2,1,0
545.0725078,"C28H18O12","CHO","ConHC",0.64,0.43,0.6364,0.2143,28,18,12,0,0,0
545.0733272,"C29H22O7S2","CHOS","ConHC",0.76,0.24,0.5745,-0.1379,29,22,7,0,2,0
545.0783651,"C21H22O17","CHO","Tannin",1.05,0.81,0.2,0.5714,21,22,17,0,0,0
545.0871729,"C24H22O11N2S1","CHONS","Lignin",0.92,0.46,0.4194,0.3333,24,22,11,2,1,0
545.0906287,"C31H19O6N2P1","CHONP","ConHC",0.61,0.19,0.72,-0.0323,31,19,6,2,0,1
545.0936263,"C25H22O14","CHO","Lignin",0.88,0.56,0.4444,0.24,25,22,14,0,0,0
545.1046454,"C24H22O13N2","CHON","Lignin",0.92,0.54,0.4194,0.4167,24,22,13,2,0,0
545.1073606,"C23H31O9S2P1","CHOSP","Lignin",1.35,0.39,0.0968,-0.3913,23,31,9,0,2,1
545.1087248,"C29H22O11","CHO","ConHC",0.76,0.38,0.5745,0,29,22,11,0,0,0
545.1147321,"C22H26O16","CHO","Tannin",1.18,0.73,0.1429,0.2727,22,26,16,0,0,0
545.1150855,"C22H26O16","CHO","Tannin",1.18,0.73,0.1429,0.2727,22,26,16,0,0,0
545.1270029,"C32H23O5N2P1","CHONP","ConHC",0.72,0.16,0.6604,-0.2188,32,23,5,2,0,1
545.1299895,"C26H26O13","CHO","Lignin",1,0.5,0.3846,0,26,26,13,0,0,0
545.1438234,"C24H35O8S2P1","CHOSP","Lignin",1.46,0.33,0.0588,-0.625,24,35,8,0,2,1
545.1511149,"C23H30O15","CHO","Tannin",1.3,0.65,0.0968,0,23,30,15,0,0,0
545.1514009,"C23H30O15","CHO","Tannin",1.3,0.65,0.0968,0,23,30,15,0,0,0
545.163355,"C33H27O4N2P1","CHONP","UnsatHC",0.82,0.12,0.6071,-0.3939,33,27,4,2,0,1
545.1636322,"C31H30O7S1","CHOS","Lignin",0.97,0.23,0.4717,-0.4516,31,30,7,0,1,0
545.1663905,"C27H30O12","CHO","Lignin",1.11,0.44,0.3333,-0.2222,27,30,12,0,0,0
545.17229,"C20H34O17","CHO","Carb",1.7,0.85,-0.3913,0,20,34,17,0,0,0
545.179502,"C24H35O12P1","CHOP","Lignin",1.46,0.5,0.0588,-0.4583,24,35,12,0,0,1
545.1874953,"C24H34O14","CHO","Lignin",1.42,0.58,0.0588,-0.25,24,34,14,0,0,0
545.200183,"C32H34O6S1","CHOS","Lignin",1.06,0.19,0.4286,-0.625,32,34,6,0,1,0
545.20279,"C28H34O11","CHO","Lignin",1.21,0.39,0.2889,-0.4286,28,34,11,0,0,0
545.2033822,"C31H35O3N2S1P1","CHONSP","UnsatHC",1.13,0.1,0.4118,-0.6774,31,35,3,2,1,1
545.2158685,"C25H39O11P1","CHOP","Protein",1.56,0.44,0.027,-0.68,25,39,11,0,0,1
545.2239686,"C25H38O13","CHO","Protein",1.52,0.52,0.027,-0.48,25,38,13,0,0,0
545.2242625,"C25H38O13","CHO","Protein",1.52,0.52,0.027,-0.48,25,38,13,0,0,0
545.2248902,"C26H42O8S2","CHOS","Protein",1.62,0.31,0,-0.8462,26,42,8,0,2,0
545.2391933,"C29H38O10","CHO","Lignin",1.31,0.34,0.25,-0.6207,29,38,10,0,0,0
545.2522911,"C26H43O10P1","CHOP","Protein",1.65,0.38,0,-0.8846,26,43,10,0,0,1
545.2530493,"C27H47O5S2P1","CHOSP","Lipid",1.74,0.19,-0.0233,-1.2222,27,47,5,0,2,1
545.2602961,"C26H42O12","CHO","Protein",1.62,0.46,0,-0.6923,26,42,12,0,0,0
545.2605848,"C26H42O12","CHO","Protein",1.62,0.46,0,-0.6923,26,42,12,0,0,0
545.2610194,"C27H46O7S2","CHOS","Lipid",1.7,0.26,-0.0233,-1.037,27,46,7,0,2,0
545.2755873,"C30H42O9","CHO","Lignin",1.4,0.3,0.2157,-0.8,30,42,9,0,0,0
545.2859948,"C31H47O4S1P1","CHOSP","Lipid",1.52,0.13,0.1852,-1.1935,31,47,4,0,1,1
545.2867325,"C29H42O8N2","CHON","Lignin",1.45,0.28,0.1739,-0.6897,29,42,8,2,0,0
545.2887019,"C27H47O9P1","CHOP","Protein",1.74,0.33,-0.0233,-1.0741,27,47,9,0,0,1
545.296582,"C27H46O11","CHO","Protein",1.7,0.41,-0.0233,-0.8889,27,46,11,0,0,0
545.2969124,"C27H46O11","CHO","Protein",1.7,0.41,-0.0233,-0.8889,27,46,11,0,0,0
545.2973363,"C28H50O6S2","CHOS","Lipid",1.79,0.21,-0.0435,-1.2143,28,50,6,0,2,0
545.308012,"C26H46O10N2","CHON","Protein",1.77,0.38,-0.1053,-0.7692,26,46,10,2,0,0
545.3119762,"C31H46O8","CHO","Lignin",1.48,0.26,0.1852,-0.9677,31,46,8,0,0,0
545.3332084,"C28H50O10","CHO","Protein",1.79,0.36,-0.0435,-1.0714,28,50,10,0,0,0
545.3338446,"C29H54O5S2","CHOS","Lipid",1.86,0.17,-0.0612,-1.3793,29,54,5,0,2,0
545.3483553,"C32H50O7","CHO","Lipid",1.56,0.22,0.1579,-1.125,32,50,7,0,0,0
546.0523463,"C23H17O15N1","CHON","ConHC",0.74,0.65,0.5172,0.6957,23,17,15,1,0,0
546.052642,"C23H17O15N1","CHON","ConHC",0.74,0.65,0.5172,0.6957,23,17,15,1,0,0
546.0888653,"C24H21O14N1","CHON","Lignin",0.88,0.58,0.4375,0.4167,24,21,14,1,0,0
546.0892515,"C27H22O6N3S1P1","CHONSP","Lignin",0.81,0.22,0.5789,0.037,27,22,6,3,1,1
546.1253407,"C25H25O13N1","CHON","Lignin",1,0.52,0.3714,0.16,25,25,13,1,0,0
546.1257898,"C28H26O5N3S1P1","CHONSP","Lignin",0.93,0.18,0.5122,-0.1786,28,26,5,3,1,1
546.1837156,"C24H37O9N1S2","CHONS","Protein",1.54,0.38,-0.0303,-0.5,24,37,9,1,2,0
546.2793234,"C32H41O3N3S1","CHONS","UnsatHC",1.28,0.09,0.3208,-0.75,32,41,3,3,1,0
546.2925539,"C29H46O3N3S1P1","CHONSP","Lipid",1.59,0.1,0.1111,-1,29,46,3,3,1,1
546.3285241,"C27H49O10N1","CHON","Protein",1.81,0.37,-0.0952,-0.963,27,49,10,1,0,0
546.3288031,"C30H50O2N3S1P1","CHONSP","Lipid",1.67,0.07,0.0833,-1.1667,30,50,2,3,1,1
547.0002179,"C22H12O17","CHO","ConHC",0.55,0.77,0.6296,1,22,12,17,0,0,0
547.0072283,"C26H13O12P1","CHOP","ConHC",0.5,0.46,0.7368,0.4231,26,13,12,0,0,1
547.0129276,"C19H17O17P1","CHOP","Tannin",0.89,0.89,0.2632,0.8947,19,17,17,0,0,1
547.0132894,"C19H17O17P1","CHOP","Tannin",0.89,0.89,0.2632,0.8947,19,17,17,0,0,1
547.0334403,"C29H13O8N2P1","CHONP","ConHC",0.45,0.28,0.8182,0.3103,29,13,8,2,0,1
547.0365973,"C23H16O16","CHO","ConHC",0.7,0.7,0.5333,0.6957,23,16,16,0,0,0
547.0445287,"C28H21O6S2P1","CHOSP","ConHC",0.75,0.21,0.5909,-0.1786,28,21,6,0,2,1
547.0494587,"C20H21O16P1","CHOP","Tannin",1.05,0.8,0.1818,0.55,20,21,16,0,0,1
547.0520167,"C27H16O13","CHO","ConHC",0.59,0.48,0.6585,0.3704,27,16,13,0,0,0
547.052663,"C17H25O16S1P1","CHOSP","Tannin",1.47,0.94,-0.5714,0.5294,17,25,16,0,1,1
547.0577277,"C20H20O18","CHO","Tannin",1,0.9,0.1818,0.8,20,20,18,0,0,0
547.0660636,"C23H20O12N2S1","CHONS","Lignin",0.87,0.52,0.4286,0.5217,23,20,12,2,1,0
547.0664801,"C23H20O12N2S1","CHONS","Lignin",0.87,0.52,0.4286,0.5217,23,20,12,2,1,0
547.0698718,"C30H17O7N2P1","CHONP","ConHC",0.57,0.23,0.7447,0.1,30,17,7,2,0,1
547.0729666,"C24H20O15","CHO","Lignin",0.83,0.62,0.4545,0.4167,24,20,15,0,0,0
547.0883534,"C28H20O12","CHO","ConHC",0.71,0.43,0.5909,0.1429,28,20,12,0,0,0
547.0887275,"C31H21O4N2S1P1","CHONSP","ConHC",0.68,0.13,0.68,-0.1613,31,21,4,2,1,1
547.0895741,"C29H16O8N4","CHON","ConHC",0.55,0.28,0.7619,0.4138,29,16,8,4,0,0
547.0900045,"C16H24O19N2","CHON","Other",1.5,1.19,-1.2222,1.25,16,24,19,2,0,0
547.0940682,"C21H24O17","CHO","Tannin",1.14,0.81,0.12,0.4762,21,24,17,0,0,0
547.1013669,"C25H25O12P1","CHOP","Lignin",1,0.48,0.3889,-0.04,25,25,12,0,0,1
547.1062482,"C31H21O6N2P1","CHONP","ConHC",0.68,0.19,0.68,-0.0968,31,21,6,2,0,1
547.1093135,"C25H24O14","CHO","Lignin",0.96,0.56,0.3889,0.16,25,24,14,0,0,0
547.1221612,"C22H29O14P1","CHOP","Lignin",1.32,0.64,0.0714,-0.0455,22,29,14,0,0,1
547.1252688,"C30H28O6S2","CHOS","Lignin",0.93,0.2,0.48,-0.4,30,28,6,0,2,0
547.1304836,"C22H28O16","CHO","Tannin",1.27,0.73,0.0714,0.1818,22,28,16,0,0,0
547.1309436,"C23H32O11S2","CHOS","Lignin",1.39,0.48,0.0323,-0.2609,23,32,11,0,2,0
547.1426389,"C32H25O5N2P1","CHONP","ConHC",0.78,0.16,0.6226,-0.2812,32,25,5,2,0,1
547.1456884,"C26H28O13","CHO","Lignin",1.08,0.5,0.3333,-0.0769,26,28,13,0,0,0
547.158749,"C23H33O13P1","CHOP","Lignin",1.43,0.57,0.0323,-0.3043,23,33,13,0,0,1
547.1615628,"C33H29O2N2S1P1","CHONSP","UnsatHC",0.88,0.06,0.5714,-0.5152,33,29,2,2,1,1
547.1667599,"C23H32O15","CHO","Tannin",1.39,0.65,0.0323,-0.087,23,32,15,0,0,0
547.1670601,"C23H32O15","CHO","Tannin",1.39,0.65,0.0323,-0.087,23,32,15,0,0,0
547.1789421,"C33H29O4N2P1","CHONP","UnsatHC",0.88,0.12,0.5714,-0.4545,33,29,4,2,0,1
547.1820425,"C27H32O12","CHO","Lignin",1.19,0.44,0.2857,-0.2963,27,32,12,0,0,0
547.1951786,"C24H37O12P1","CHOP","Protein",1.54,0.5,0,-0.5417,24,37,12,0,0,1
547.2033872,"C24H36O14","CHO","AminoSugar",1.5,0.58,0,-0.3333,24,36,14,0,0,0
547.2041281,"C35H33O4P1","CHOP","UnsatHC",0.94,0.11,0.5312,-0.7143,35,33,4,0,0,1
547.2155101,"C32H36O6S1","CHOS","Lignin",1.12,0.19,0.3929,-0.6875,32,36,6,0,1,0
547.2184048,"C28H36O11","CHO","Lignin",1.29,0.39,0.2444,-0.5,28,36,11,0,0,0
547.2314592,"C25H41O11P1","CHOP","Protein",1.64,0.44,-0.027,-0.76,25,41,11,0,0,1
547.2323482,"C26H45O6S2P1","CHOSP","Lipid",1.73,0.23,-0.05,-1.1154,26,45,6,0,2,1
547.2399492,"C28H41O5N2S1P1","CHONSP","Lignin",1.46,0.18,0.1628,-0.8214,28,41,5,2,1,1
547.2467074,"C29H41O8P1","CHOP","Lignin",1.41,0.28,0.2083,-0.8621,29,41,8,0,0,1
547.2470126,"C19H40O14N4","CHON","Carb",2.11,0.74,-1.125,0,19,40,14,4,0,0
547.2548006,"C29H40O10","CHO","Lignin",1.38,0.34,0.2083,-0.6897,29,40,10,0,0,0
547.2676324,"C26H45O10P1","CHOP","Protein",1.73,0.38,-0.05,-0.9615,26,45,10,0,0,1
547.2685903,"C27H49O5S2P1","CHOSP","Lipid",1.81,0.19,-0.0698,-1.2963,27,49,5,0,2,1
547.2767854,"C27H48O7S2","CHOS","Lipid",1.78,0.26,-0.0698,-1.1111,27,48,7,0,2,0
547.2912037,"C30H44O9","CHO","Lignin",1.47,0.3,0.1765,-0.8667,30,44,9,0,0,0
547.3042573,"C27H49O9P1","CHOP","Protein",1.81,0.33,-0.0698,-1.1481,27,49,9,0,0,1
547.3048265,"C28H53O4S2P1","CHOSP","Lipid",1.89,0.14,-0.087,-1.4643,28,53,4,0,2,1
547.3128365,"C30H49O3N2S1P1","CHONSP","Lipid",1.63,0.1,0.102,-1.1667,30,49,3,2,1,1
547.325358,"C35H48O3S1","CHOS","UnsatHC",1.37,0.09,0.2923,-1.1429,35,48,3,0,1,0
547.3276989,"C31H48O8","CHO","Lipid",1.55,0.26,0.1481,-1.0323,31,48,8,0,0,0
548.0680817,"C23H19O15N1","CHON","Tannin",0.83,0.65,0.4483,0.6087,23,19,15,1,0,0
548.0683932,"C23H19O15N1","CHON","Tannin",0.83,0.65,0.4483,0.6087,23,19,15,1,0,0
548.1408346,"C25H27O13N1","CHON","Lignin",1.08,0.52,0.3143,0.08,25,27,13,1,0,0
548.1411772,"C25H27O13N1","CHON","Lignin",1.08,0.52,0.3143,0.08,25,27,13,1,0,0
548.2351363,"C24H39O13N1","CHON","Protein",1.62,0.54,-0.0909,-0.4167,24,39,13,1,0,0
548.295236,"C32H43O3N3S1","CHONS","UnsatHC",1.34,0.09,0.283,-0.8125,32,43,3,3,1,0
549.0018558,"C19H10O16N4","CHON","ConHC",0.53,0.84,0.7143,1.7895,19,10,16,4,0,0
549.0074933,"C22H15O15P1","CHOP","ConHC",0.68,0.68,0.5556,0.6818,22,15,15,0,0,1
549.0157574,"C22H14O17","CHO","ConHC",0.64,0.77,0.5556,0.9091,22,14,17,0,0,0
549.027716,"C22H18O11N2S2","CHONS","Lignin",0.82,0.5,0.44,0.6364,22,18,11,2,2,0
549.0289447,"C19H19O17P1","CHOP","Tannin",1,0.89,0.1579,0.7895,19,19,17,0,0,1
549.031478,"C29H15O6N2S1P1","CHONSP","ConHC",0.52,0.21,0.7727,0.1724,29,15,6,2,1,1
549.0369574,"C19H18O19","CHO","Tannin",0.95,1,0.1579,1.0526,19,18,19,0,0,0
549.0491331,"C29H15O8N2P1","CHONP","ConHC",0.52,0.28,0.7727,0.2414,29,15,8,2,0,1
549.052181,"C23H18O16","CHO","ConHC",0.78,0.7,0.4667,0.6087,23,18,16,0,0,0
549.0675121,"C27H18O13","CHO","ConHC",0.67,0.48,0.6098,0.2963,27,18,13,0,0,0
549.0686335,"C28H14O9N4","CHON","ConHC",0.5,0.32,0.7949,0.5714,28,14,9,4,0,0
549.0731627,"C20H22O18","CHO","Tannin",1.1,0.9,0.0909,0.7,20,22,18,0,0,0
549.0817745,"C25H19O9N4P1","CHONP","ConHC",0.76,0.36,0.6129,0.44,25,19,9,4,0,1
